"","country","iso3c","WHO_region","income_g","year","doses","pop_name","vacc_scenario"
"143834","Serbia","SRB","EURO","Upper middle income",2040,11485.3976711914,"18-64yo","B.1"
"143835","Bulgaria","BGR","EURO","Upper middle income",2040,16829.4029737817,"18-64yo","B.1"
"143836","Lithuania","LTU","EURO","High income",2040,187303.673015814,"18-64yo","B.1"
"143837","Netherlands","NLD","EURO","High income",2040,2666447.92255949,"18-64yo","B.1"
"143838","Croatia","HRV","EURO","High income",2040,22490.7374314036,"18-64yo","B.1"
"143839","Portugal","PRT","EURO","High income",2040,105730.364845052,"18-64yo","B.1"
"143840","Lebanon","LBN","EMRO","Lower middle income",2040,369041.224859394,"18-64yo","B.1"
"143841","Greece","GRC","EURO","High income",2040,1972448.42817267,"18-64yo","B.1"
"143842","Chile","CHL","AMRO","High income",2040,219669.481152234,"18-64yo","B.1"
"143843","France","FRA","EURO","High income",2040,634308.601698915,"18-64yo","B.1"
"143844","Spain","ESP","EURO","High income",2040,231390.211094707,"18-64yo","B.1"
"143845","Ukraine","UKR","EURO","Lower middle income",2040,859336.648840748,"18-64yo","B.1"
"143846","Belarus","BLR","EURO","Upper middle income",2040,124148.898189502,"18-64yo","B.1"
"143847","Korea, Republic of","KOR","WPRO","High income",2040,4430338.92023862,"18-64yo","B.1"
"143848","Italy","ITA","EURO","High income",2040,10217620.1307946,"18-64yo","B.1"
"143849","Cambodia","KHM","WPRO","Lower middle income",2040,0,"18-64yo","B.1"
"143850","China","CHN","WPRO","Upper middle income",2040,60902319.4190543,"18-64yo","B.1"
"143851","Germany","DEU","EURO","High income",2040,17062443.3109877,"18-64yo","B.1"
"143852","Bangladesh","BGD","SEARO","Lower middle income",2040,124744.530905726,"18-64yo","B.1"
"143853","Equatorial Guinea","GNQ","AFRO","Upper middle income",2040,10840.9489273336,"18-64yo","B.1"
"143854","Kuwait","KWT","EMRO","High income",2040,262553.525025583,"18-64yo","B.1"
"143855","Japan","JPN","WPRO","High income",2040,22987332.7554544,"18-64yo","B.1"
"143856","South Africa","ZAF","AFRO","Upper middle income",2040,1919494.27657031,"18-64yo","B.1"
"143857","Indonesia","IDN","SEARO","Upper middle income",2040,6789191.59736133,"18-64yo","B.1"
"143858","Morocco","MAR","EMRO","Lower middle income",2040,0,"18-64yo","B.1"
"143859","Singapore","SGP","WPRO","High income",2040,300616.887144897,"18-64yo","B.1"
"143860","Russian Federation","RUS","EURO","Upper middle income",2040,3756865.52417865,"18-64yo","B.1"
"143861","Pakistan","PAK","EMRO","Lower middle income",2040,0,"18-64yo","B.1"
"143862","Algeria","DZA","AFRO","Lower middle income",2040,1630167.34390375,"18-64yo","B.1"
"143863","Viet Nam","VNM","WPRO","Lower middle income",2040,1353791.90502771,"18-64yo","B.1"
"143864","Venezuela","VEN","AMRO","Upper middle income",2040,4297305.54527939,"18-64yo","B.1"
"143865","India","IND","SEARO","Lower middle income",2040,3561261.29350984,"18-64yo","B.1"
"143866","Tuvalu","TUV","WPRO","Upper middle income",2040,0,"18-64yo","B.1"
"143867","Brazil","BRA","AMRO","Upper middle income",2041,71320438.0787273,"18-64yo","B.1"
"143868","Saudi Arabia","SAU","EMRO","High income",2041,17648569.3673996,"18-64yo","B.1"
"143869","Mexico","MEX","AMRO","Upper middle income",2041,21666934.9215044,"18-64yo","B.1"
"143870","United States of America","USA","AMRO","High income",2041,92232375.9243383,"18-64yo","B.1"
"143871","Peru","PER","AMRO","Upper middle income",2041,6723846.33192601,"18-64yo","B.1"
"143872","Ecuador","ECU","AMRO","Upper middle income",2041,3629915.59827916,"18-64yo","B.1"
"143873","Australia","AUS","WPRO","High income",2041,537446.981623225,"18-64yo","B.1"
"143874","Iraq","IRQ","EMRO","Upper middle income",2041,3470839.12704972,"18-64yo","B.1"
"143875","Bolivia","BOL","AMRO","Lower middle income",2041,165624.361400975,"18-64yo","B.1"
"143876","Poland","POL","EURO","High income",2041,88777.0247480608,"18-64yo","B.1"
"143877","Argentina","ARG","AMRO","Upper middle income",2041,5316301.00459898,"18-64yo","B.1"
"143878","Canada","CAN","AMRO","High income",2041,502038.533254374,"18-64yo","B.1"
"143879","Honduras","HND","AMRO","Lower middle income",2041,69022.2389328594,"18-64yo","B.1"
"143880","Philippines","PHL","WPRO","Lower middle income",2041,1301081.4185878,"18-64yo","B.1"
"143881","Guatemala","GTM","AMRO","Upper middle income",2041,1437286.17360169,"18-64yo","B.1"
"143882","Paraguay","PRY","AMRO","Upper middle income",2041,1621846.91717041,"18-64yo","B.1"
"143883","United Kingdom","GBR","EURO","High income",2041,8348240.18616199,"18-64yo","B.1"
"143884","Romania","ROU","EURO","High income",2041,87451.7082608198,"18-64yo","B.1"
"143885","Colombia","COL","AMRO","Upper middle income",2041,5260561.77414306,"18-64yo","B.1"
"143886","Panama","PAN","AMRO","High income",2041,136619.028690124,"18-64yo","B.1"
"143887","Moldova, Republic of","MDA","EURO","Upper middle income",2041,13203.7849936118,"18-64yo","B.1"
"143888","Nicaragua","NIC","AMRO","Lower middle income",2041,1120122.73393374,"18-64yo","B.1"
"143889","Libya","LBY","EMRO","Upper middle income",2041,75291.8545360514,"18-64yo","B.1"
"143890","El Salvador","SLV","AMRO","Upper middle income",2041,1639743.48455817,"18-64yo","B.1"
"143891","Norway","NOR","EURO","High income",2041,1480323.70599063,"18-64yo","B.1"
"143892","Sweden","SWE","EURO","High income",2041,52638.7721624968,"18-64yo","B.1"
"143893","Kazakhstan","KAZ","EURO","Upper middle income",2041,282300.695551841,"18-64yo","B.1"
"143894","Costa Rica","CRI","AMRO","Upper middle income",2041,1271866.35248134,"18-64yo","B.1"
"143895","Egypt","EGY","EMRO","Lower middle income",2041,3548230.32451588,"18-64yo","B.1"
"143896","Ireland","IRL","EURO","High income",2041,1008445.89919189,"18-64yo","B.1"
"143897","Denmark","DNK","EURO","High income",2041,110453.285643359,"18-64yo","B.1"
"143898","New Zealand","NZL","WPRO","High income",2041,94780.9348402093,"18-64yo","B.1"
"143899","Mongolia","MNG","WPRO","Lower middle income",2041,27701.8947549198,"18-64yo","B.1"
"143900","Dominican Republic","DOM","AMRO","Upper middle income",2041,561934.9796558,"18-64yo","B.1"
"143901","Qatar","QAT","EMRO","High income",2041,56843.798304035,"18-64yo","B.1"
"143902","United Arab Emirates","ARE","EMRO","High income",2041,51259.8602375365,"18-64yo","B.1"
"143903","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2041,95437.7882085292,"18-64yo","B.1"
"143904","Malaysia","MYS","WPRO","Upper middle income",2041,1074264.49698715,"18-64yo","B.1"
"143905","Tunisia","TUN","EMRO","Lower middle income",2041,16512.8487963194,"18-64yo","B.1"
"143906","Oman","OMN","EMRO","High income",2041,379606.925315151,"18-64yo","B.1"
"143907","Israel","ISR","EURO","High income",2041,41911.31554286,"18-64yo","B.1"
"143908","Uruguay","URY","AMRO","High income",2041,36133.7628313671,"18-64yo","B.1"
"143909","Turkmenistan","TKM","EURO","Upper middle income",2041,30496.4449916734,"18-64yo","B.1"
"143910","Bhutan","BTN","SEARO","Lower middle income",2041,97367.7725413296,"18-64yo","B.1"
"143911","Myanmar","MMR","SEARO","Lower middle income",2041,21799.0466680423,"18-64yo","B.1"
"143912","Hungary","HUN","EURO","High income",2041,177546.731069282,"18-64yo","B.1"
"143913","Belize","BLZ","AMRO","Upper middle income",2041,35419.6415892844,"18-64yo","B.1"
"143914","Switzerland","CHE","EURO","High income",2041,27044.844091309,"18-64yo","B.1"
"143915","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2041,234969.243853453,"18-64yo","B.1"
"143916","Bahrain","BHR","EMRO","High income",2041,7254.79077228554,"18-64yo","B.1"
"143917","Brunei Darussalam","BRN","WPRO","High income",2041,55068.3598758144,"18-64yo","B.1"
"143918","Jordan","JOR","EMRO","Lower middle income",2041,21891.1598181007,"18-64yo","B.1"
"143919","Cyprus","CYP","EURO","High income",2041,5062.52982084828,"18-64yo","B.1"
"143920","Bahamas","BHS","AMRO","High income",2041,1475.2824453131,"18-64yo","B.1"
"143921","Iceland","ISL","EURO","High income",2041,5815.44019577087,"18-64yo","B.1"
"143922","Jamaica","JAM","AMRO","Upper middle income",2041,75867.6201410419,"18-64yo","B.1"
"143923","Suriname","SUR","AMRO","Upper middle income",2041,1655.72201277783,"18-64yo","B.1"
"143924","Mauritius","MUS","AFRO","Upper middle income",2041,3751.07712714441,"18-64yo","B.1"
"143925","Grenada","GRD","AMRO","Upper middle income",2041,4200.22998274466,"18-64yo","B.1"
"143926","Saint Lucia","LCA","AMRO","Upper middle income",2041,4628.781365507,"18-64yo","B.1"
"143927","Antigua And Barbuda","ATG","AMRO","High income",2041,113.825115625183,"18-64yo","B.1"
"143928","Afghanistan","AFG","EMRO","Low income",2041,0,"18-64yo","B.1"
"143929","Angola","AGO","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143930","Azerbaijan","AZE","EURO","Upper middle income",2041,0,"18-64yo","B.1"
"143931","Benin","BEN","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143932","Botswana","BWA","AFRO","Upper middle income",2041,0,"18-64yo","B.1"
"143933","Burkina Faso","BFA","AFRO","Low income",2041,0,"18-64yo","B.1"
"143934","Burundi","BDI","AFRO","Low income",2041,0,"18-64yo","B.1"
"143935","Cameroon","CMR","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143936","Cape Verde","CPV","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143937","Central African Republic","CAF","AFRO","Low income",2041,0,"18-64yo","B.1"
"143938","Chad","TCD","AFRO","Low income",2041,0,"18-64yo","B.1"
"143939","Comoros","COM","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143940","Congo","COG","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143941","Côte d'Ivoire","CIV","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143942","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2041,0,"18-64yo","B.1"
"143943","Democratic Republic of the Congo","COD","AFRO","Low income",2041,0,"18-64yo","B.1"
"143944","Djibouti","DJI","EMRO","Lower middle income",2041,0,"18-64yo","B.1"
"143945","Eritrea","ERI","AFRO","Low income",2041,0,"18-64yo","B.1"
"143946","Eswatini","SWZ","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143947","Ethiopia","ETH","AFRO","Low income",2041,0,"18-64yo","B.1"
"143948","Fiji","FJI","WPRO","Upper middle income",2041,0,"18-64yo","B.1"
"143949","Gabon","GAB","AFRO","Upper middle income",2041,0,"18-64yo","B.1"
"143950","Gambia","GMB","AFRO","Low income",2041,0,"18-64yo","B.1"
"143951","Ghana","GHA","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143952","Guinea","GIN","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143953","Guinea-Bissau","GNB","AFRO","Low income",2041,0,"18-64yo","B.1"
"143954","Guyana","GUY","AMRO","High income",2041,0,"18-64yo","B.1"
"143955","Haiti","HTI","AMRO","Lower middle income",2041,0,"18-64yo","B.1"
"143956","Kenya","KEN","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143957","Kiribati","KIR","WPRO","Lower middle income",2041,0,"18-64yo","B.1"
"143958","Kyrgyzstan","KGZ","EURO","Lower middle income",2041,0,"18-64yo","B.1"
"143959","Lesotho","LSO","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143960","Liberia","LBR","AFRO","Low income",2041,0,"18-64yo","B.1"
"143961","Luxembourg","LUX","EURO","High income",2041,0,"18-64yo","B.1"
"143962","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2041,0,"18-64yo","B.1"
"143963","Madagascar","MDG","AFRO","Low income",2041,0,"18-64yo","B.1"
"143964","Malawi","MWI","AFRO","Low income",2041,0,"18-64yo","B.1"
"143965","Maldives","MDV","SEARO","Upper middle income",2041,0,"18-64yo","B.1"
"143966","Mali","MLI","AFRO","Low income",2041,0,"18-64yo","B.1"
"143967","Mauritania","MRT","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143968","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2041,0,"18-64yo","B.1"
"143969","Montenegro","MNE","EURO","Upper middle income",2041,0,"18-64yo","B.1"
"143970","Mozambique","MOZ","AFRO","Low income",2041,0,"18-64yo","B.1"
"143971","Namibia","NAM","AFRO","Upper middle income",2041,0,"18-64yo","B.1"
"143972","Nepal","NPL","SEARO","Lower middle income",2041,0,"18-64yo","B.1"
"143973","Niger","NER","AFRO","Low income",2041,0,"18-64yo","B.1"
"143974","Nigeria","NGA","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143975","Papua New Guinea","PNG","SEARO","Lower middle income",2041,0,"18-64yo","B.1"
"143976","Rwanda","RWA","AFRO","Low income",2041,0,"18-64yo","B.1"
"143977","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2041,0,"18-64yo","B.1"
"143978","Samoa","WSM","WPRO","Lower middle income",2041,0,"18-64yo","B.1"
"143979","Sao Tome And Principe","STP","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143980","Senegal","SEN","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143981","Seychelles","SYC","AFRO","High income",2041,0,"18-64yo","B.1"
"143982","Sierra Leone","SLE","AFRO","Low income",2041,0,"18-64yo","B.1"
"143983","Slovakia","SVK","EURO","High income",2041,0,"18-64yo","B.1"
"143984","Solomon Islands","SLB","WPRO","Lower middle income",2041,0,"18-64yo","B.1"
"143985","Somalia","SOM","EMRO","Low income",2041,0,"18-64yo","B.1"
"143986","South Sudan","SSD","AFRO","Low income",2041,0,"18-64yo","B.1"
"143987","Sri Lanka","LKA","SEARO","Lower middle income",2041,0,"18-64yo","B.1"
"143988","Sudan","SDN","EMRO","Low income",2041,0,"18-64yo","B.1"
"143989","Syrian Arab Republic","SYR","EMRO","Low income",2041,0,"18-64yo","B.1"
"143990","Tajikistan","TJK","EURO","Lower middle income",2041,0,"18-64yo","B.1"
"143991","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"143992","Timor-Leste","TLS","SEARO","Lower middle income",2041,0,"18-64yo","B.1"
"143993","Togo","TGO","AFRO","Low income",2041,0,"18-64yo","B.1"
"143994","Tonga","TON","WPRO","Upper middle income",2041,0,"18-64yo","B.1"
"143995","Turkey","TUR","EURO","Upper middle income",2041,0,"18-64yo","B.1"
"143996","Uganda","UGA","AFRO","Low income",2041,0,"18-64yo","B.1"
"143997","Uzbekistan","UZB","EURO","Lower middle income",2041,0,"18-64yo","B.1"
"143998","Vanuatu","VUT","WPRO","Lower middle income",2041,0,"18-64yo","B.1"
"143999","Yemen","YEM","EMRO","Low income",2041,0,"18-64yo","B.1"
"144000","Zambia","ZMB","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"144001","Zimbabwe","ZWE","AFRO","Lower middle income",2041,0,"18-64yo","B.1"
"144002","Andorra","AND","EURO","High income",2041,0,"18-64yo","B.1"
"144003","Cook Islands","COK","WPRO","High income",2041,0,"18-64yo","B.1"
"144004","Marshall Islands","MHL","WPRO","Upper middle income",2041,0,"18-64yo","B.1"
"144005","Monaco","MCO","EURO","High income",2041,0,"18-64yo","B.1"
"144006","Nauru","NRU","WPRO","High income",2041,0,"18-64yo","B.1"
"144007","Saint Kitts and Nevis","KNA","AMRO","High income",2041,69.7800760553567,"18-64yo","B.1"
"144008","San Marino","SMR","EURO","High income",2041,1747.92620333437,"18-64yo","B.1"
"144009","Palau","PLW","WPRO","High income",2041,994.112201873794,"18-64yo","B.1"
"144010","Barbados","BRB","AMRO","High income",2041,399.827602152895,"18-64yo","B.1"
"144011","Belgium","BEL","EURO","High income",2041,19363.0423721443,"18-64yo","B.1"
"144012","Trinidad and Tobago","TTO","AMRO","High income",2041,7227.12166124301,"18-64yo","B.1"
"144013","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2041,60638.1595307753,"18-64yo","B.1"
"144014","Malta","MLT","EURO","High income",2041,58533.4074311379,"18-64yo","B.1"
"144015","Latvia","LVA","EURO","High income",2041,2406.20993042473,"18-64yo","B.1"
"144016","Dominica","DMA","AMRO","Upper middle income",2041,0,"18-64yo","B.1"
"144017","Estonia","EST","EURO","High income",2041,6252.11710308071,"18-64yo","B.1"
"144018","Armenia","ARM","EURO","Upper middle income",2041,149761.272990095,"18-64yo","B.1"
"144019","Czech Republic","CZE","EURO","High income",2041,26155.622337067,"18-64yo","B.1"
"144020","Cuba","CUB","AMRO","Upper middle income",2041,326864.380649328,"18-64yo","B.1"
"144021","Slovenia","SVN","EURO","High income",2041,13047.4033033358,"18-64yo","B.1"
"144022","Georgia","GEO","EURO","Upper middle income",2041,221294.511148634,"18-64yo","B.1"
"144023","Finland","FIN","EURO","High income",2041,97438.2405610478,"18-64yo","B.1"
"144024","Thailand","THA","SEARO","Upper middle income",2041,175493.266530305,"18-64yo","B.1"
"144025","Albania","ALB","EURO","Upper middle income",2041,266558.247394538,"18-64yo","B.1"
"144026","Austria","AUT","EURO","High income",2041,45622.3599409052,"18-64yo","B.1"
"144027","Serbia","SRB","EURO","Upper middle income",2041,294790.815813453,"18-64yo","B.1"
"144028","Bulgaria","BGR","EURO","Upper middle income",2041,306681.508369372,"18-64yo","B.1"
"144029","Lithuania","LTU","EURO","High income",2041,10849.6383790956,"18-64yo","B.1"
"144030","Netherlands","NLD","EURO","High income",2041,159011.699111609,"18-64yo","B.1"
"144031","Croatia","HRV","EURO","High income",2041,431801.905723304,"18-64yo","B.1"
"144032","Portugal","PRT","EURO","High income",2041,1868896.29788688,"18-64yo","B.1"
"144033","Lebanon","LBN","EMRO","Lower middle income",2041,613803.850119342,"18-64yo","B.1"
"144034","Greece","GRC","EURO","High income",2041,117494.979018863,"18-64yo","B.1"
"144035","Chile","CHL","AMRO","High income",2041,4773236.97226843,"18-64yo","B.1"
"144036","France","FRA","EURO","High income",2041,10422841.9841062,"18-64yo","B.1"
"144037","Spain","ESP","EURO","High income",2041,5033027.56222241,"18-64yo","B.1"
"144038","Ukraine","UKR","EURO","Lower middle income",2041,15752.8850639082,"18-64yo","B.1"
"144039","Belarus","BLR","EURO","Upper middle income",2041,2961272.38402661,"18-64yo","B.1"
"144040","Korea, Republic of","KOR","WPRO","High income",2041,150822.570584991,"18-64yo","B.1"
"144041","Italy","ITA","EURO","High income",2041,603535.779388158,"18-64yo","B.1"
"144042","Cambodia","KHM","WPRO","Lower middle income",2041,0,"18-64yo","B.1"
"144043","China","CHN","WPRO","Upper middle income",2041,2227822.99011069,"18-64yo","B.1"
"144044","Germany","DEU","EURO","High income",2041,1153625.24980262,"18-64yo","B.1"
"144045","Bangladesh","BGD","SEARO","Lower middle income",2041,125972.272403494,"18-64yo","B.1"
"144046","Equatorial Guinea","GNQ","AFRO","Upper middle income",2041,196538.710306874,"18-64yo","B.1"
"144047","Kuwait","KWT","EMRO","High income",2041,15172.392804557,"18-64yo","B.1"
"144048","Japan","JPN","WPRO","High income",2041,1095994.5434097,"18-64yo","B.1"
"144049","South Africa","ZAF","AFRO","Upper middle income",2041,110063.844021222,"18-64yo","B.1"
"144050","Indonesia","IDN","SEARO","Upper middle income",2041,358625.661292906,"18-64yo","B.1"
"144051","Morocco","MAR","EMRO","Lower middle income",2041,0,"18-64yo","B.1"
"144052","Singapore","SGP","WPRO","High income",2041,13442.0151863524,"18-64yo","B.1"
"144053","Russian Federation","RUS","EURO","Upper middle income",2041,73535520.2595566,"18-64yo","B.1"
"144054","Pakistan","PAK","EMRO","Lower middle income",2041,0,"18-64yo","B.1"
